,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
1068,Klebsiella~phage~Sushi,Caudovirales,Siphoviridae,Kp36virus,312_0,Clustered,18,VC_312_0,18,0.5238,1.0,0.5238,2,2,1,1.0
1069,Klebsiella~phage~TAH8,Caudovirales,Drexlerviridae,Webervirus,312_0,Clustered,18,VC_312_0,18,0.5238,1.0,0.5238,2,2,1,1.0
1070,Klebsiella~phage~TSK1,Caudovirales,Drexlerviridae,Webervirus,312_0,Clustered,18,VC_312_0,18,0.5238,1.0,0.5238,2,2,1,1.0
1071,Klebsiella~phage~ZCKP1,Caudovirales,Myoviridae,Phapecoctavirus,85_0,Clustered,5,VC_85_0,5,0.4469,0.99999987,0.4469,1,1,1,1.0
1072,Klebsiella~phage~kpssk3,Caudovirales,Autographiviridae,Przondovirus,319_0,Clustered,23,VC_319_0,23,0.7332,1.0,0.7332,3,2,1,1.0
1073,Klebsiella~phage~myPSH1235,Caudovirales,Autographiviridae,Drulisvirus,359_0,Clustered,21,VC_359_0,21,0.7305,1.0,0.7305,3,2,1,1.0
1074,Klebsiella~phage~phiBO1E,Caudovirales,Autographiviridae,Drulisvirus,359_0,Clustered,21,VC_359_0,21,0.7305,1.0,0.7305,3,2,1,1.0
1075,Klebsiella~phage~phiKO2,Caudovirales,Siphoviridae,Unassigned,270_0,Clustered,2,VC_270_0,2,0.1957,0.94388287,0.1847,1,1,1,1.0
1076,Klebsiella~phage~phiKpS2,Caudovirales,Autographiviridae,Drulisvirus,359_0,Clustered,21,VC_359_0,21,0.7305,1.0,0.7305,3,2,1,1.0
1077,Klebsiella~phage~vB_KleM_RaK2,Caudovirales,Myoviridae,Alcyoneusvirus,127_5,Clustered/Singleton,1,VC_127_5,1,0.0,1.0,0.0,1,1,1,1.0
1078,Klebsiella~phage~vB_Kp1,Caudovirales,Podoviridae,Kp32virus,319_0,Clustered,23,VC_319_0,23,0.7332,1.0,0.7332,3,2,1,1.0
1079,Klebsiella~phage~vB_KpnM_BIS47,Caudovirales,Myoviridae,Unassigned,84_1,Clustered,5,VC_84_1,5,0.182,0.9999993,0.182,1,1,1,1.0
1080,Klebsiella~phage~vB_KpnM_KB57,Caudovirales,Myoviridae,Unassigned,84_1,Clustered,5,VC_84_1,5,0.182,0.9999993,0.182,1,1,1,1.0
1081,Klebsiella~phage~vB_KpnM_KpV52,Caudovirales,Myoviridae,Jedunavirus,117_0,Clustered,8,VC_117_0,8,0.8451,1.0,0.8451,4,1,1,0.7857
1082,Klebsiella~phage~vB_KpnM_KpV79,Caudovirales,Myoviridae,Jedunavirus,117_0,Clustered,8,VC_117_0,8,0.8451,1.0,0.8451,4,1,1,0.7857
1083,Klebsiella~phage~vB_KpnP_BIS33,Caudovirales,Autographiviridae,Przondovirus,319_0,Clustered,23,VC_319_0,23,0.7332,1.0,0.7332,3,2,1,1.0
1084,Klebsiella~phage~vB_KpnP_IL33,Caudovirales,Autographiviridae,Przondovirus,319_0,Clustered,23,VC_319_0,23,0.7332,1.0,0.7332,3,2,1,1.0
1085,Klebsiella~phage~vB_KpnP_IME205,Caudovirales,Autographiviridae,Przondovirus,319_0,Clustered,23,VC_319_0,23,0.7332,1.0,0.7332,3,2,1,1.0
1086,Klebsiella~phage~vB_KpnP_IME321,Caudovirales,Autographiviridae,Przondovirus,319_0,Clustered,23,VC_319_0,23,0.7332,1.0,0.7332,3,2,1,1.0
1087,Klebsiella~phage~vB_KpnP_KpV289,Caudovirales,Podoviridae,Kp32virus,319_0,Clustered,23,VC_319_0,23,0.7332,1.0,0.7332,3,2,1,1.0
1088,Klebsiella~phage~vB_KpnP_KpV48,Caudovirales,Autographiviridae,Drulisvirus,359_0,Clustered,21,VC_359_0,21,0.7305,1.0,0.7305,3,2,1,1.0
1089,Klebsiella~phage~vB_KpnP_KpV74,Caudovirales,Autographiviridae,Drulisvirus,359_0,Clustered,21,VC_359_0,21,0.7305,1.0,0.7305,3,2,1,1.0
1090,Klebsiella~phage~vB_KpnP_KpV763,Caudovirales,Autographiviridae,Przondovirus,319_0,Clustered,23,VC_319_0,23,0.7332,1.0,0.7332,3,2,1,1.0
1091,Klebsiella~phage~vB_KpnP_KpV766,Caudovirales,Autographiviridae,Przondovirus,319_0,Clustered,23,VC_319_0,23,0.7332,1.0,0.7332,3,2,1,1.0
1092,Klebsiella~phage~vB_KpnP_KpV767,Caudovirales,Autographiviridae,Przondovirus,319_0,Clustered,23,VC_319_0,23,0.7332,1.0,0.7332,3,2,1,1.0
1093,Klebsiella~phage~vB_KpnP_PRA33,Caudovirales,Autographiviridae,Przondovirus,319_0,Clustered,23,VC_319_0,23,0.7332,1.0,0.7332,3,2,1,1.0
1094,Klebsiella~phage~vB_KpnP_SU503,Caudovirales,Podoviridae,Kp34virus,359_0,Clustered,21,VC_359_0,21,0.7305,1.0,0.7305,3,2,1,1.0
1095,Klebsiella~phage~vB_KpnP_SU552A,Caudovirales,Podoviridae,Kp34virus,359_0,Clustered,21,VC_359_0,21,0.7305,1.0,0.7305,3,2,1,1.0
1096,Klebsiella~phage~vB_KpnS_IME279,Caudovirales,Podoviridae,Sortsnevirus,243_0,Clustered,6,VC_243_0,6,0.71,1.0,0.71,4,2,1,1.0
1097,Klebsiella~phage~vB_KpnS_KpV522,Caudovirales,Drexlerviridae,Webervirus,312_0,Clustered,18,VC_312_0,18,0.5238,1.0,0.5238,2,2,1,1.0
1098,Klebsiella~phage~vB_Kpn_IME260,Caudovirales,Demerecviridae,Sugarlandvirus,107_0,Clustered,2,VC_107_0,2,0.0357,0.95634558,0.0342,1,1,1,1.0
1099,Klebsiella~virus~0507KN21,Caudovirales,Ackermannviridae,Taipeivirus,34_0,Clustered,8,VC_34_0,8,0.0695,0.99741575,0.0693,1,1,1,0.9643
1100,Klebsiella~virus~GML-KpCol1,Caudovirales,Drexlerviridae,Webervirus,312_0,Clustered,18,VC_312_0,18,0.5238,1.0,0.5238,2,2,1,1.0
1101,Klebsiella~virus~KP32,Caudovirales,Podoviridae,Kp32virus,319_0,Clustered,23,VC_319_0,23,0.7332,1.0,0.7332,3,2,1,1.0
1102,Klebsiella~virus~KpS8,Caudovirales,Myoviridae,Unassigned,84_1,Clustered,5,VC_84_1,5,0.182,0.9999993,0.182,1,1,1,1.0
1103,Klebsiella~virus~UPM~2146,Caudovirales,Ackermannviridae,Taipeivirus,34_0,Clustered,8,VC_34_0,8,0.0695,0.99741575,0.0693,1,1,1,0.9643
1104,Klebsiella~virus~vB_KpnM_KpS110,Caudovirales,Ackermannviridae,Taipeivirus,34_0,Clustered,8,VC_34_0,8,0.0695,0.99741575,0.0693,1,1,1,0.9643
1105,Kluyvera~phage~Kvp1,Caudovirales,Podoviridae,T7virus,315_0,Clustered,58,VC_315_0,58,0.7527,1.0,0.7527,10,2,1,1.0
1106,Lactobacillus~phage~521B,Caudovirales,Herelleviridae,Unassigned,205_0,Clustered,2,VC_205_0,2,0.2155,0.95527354,0.2059,1,1,1,1.0
1107,Lactobacillus~phage~A2,Caudovirales,Siphoviridae,Unassigned,383_0,Clustered,9,VC_383_0,9,0.4977,1.0,0.4977,1,1,1,0.8889
1108,Lactobacillus~phage~ATCC~8014-B2,Caudovirales,Siphoviridae,Douglaswolinvirus,439_1,Clustered,4,VC_439_1,4,0.354,0.999971,0.354,2,1,1,1.0
1109,Lactobacillus~phage~BH1,Caudovirales,Siphoviridae,Unassigned,383_0,Clustered,9,VC_383_0,9,0.4977,1.0,0.4977,1,1,1,0.8889
1110,Lactobacillus~phage~Bacchae,Caudovirales,Herelleviridae,Harbinvirus,204_0,Clustered,4,VC_204_0,4,0.4231,0.99998296,0.4231,1,1,1,1.0
1111,Lactobacillus~phage~Bromius,Caudovirales,Herelleviridae,Harbinvirus,204_0,Clustered,4,VC_204_0,4,0.4231,0.99998296,0.4231,1,1,1,1.0
1112,Lactobacillus~phage~Iacchus,Caudovirales,Herelleviridae,Harbinvirus,204_0,Clustered,4,VC_204_0,4,0.4231,0.99998296,0.4231,1,1,1,1.0
1113,Lactobacillus~phage~J-1,Caudovirales,Siphoviridae,Unassigned,383_0,Clustered,9,VC_383_0,9,0.4977,1.0,0.4977,1,1,1,0.8889
1114,Lactobacillus~phage~KC5a,Caudovirales,Myoviridae,Unassigned,255_0,Clustered,4,VC_255_0,4,0.668,0.99996682,0.668,1,1,1,1.0
1115,Lactobacillus~phage~LF1,Caudovirales,Siphoviridae,Unassigned,440_0,Clustered,2,VC_440_0,2,0.1359,0.94166128,0.128,1,1,1,1.0
1116,Lactobacillus~phage~LJ,Caudovirales,Siphoviridae,Unassigned,383_0,Clustered,9,VC_383_0,9,0.4977,1.0,0.4977,1,1,1,0.8889
1117,Lactobacillus~phage~LL-H,Caudovirales,Siphoviridae,Unassigned,198_0,Clustered,2,VC_198_0,2,0.2566,0.94995671,0.2438,1,1,1,1.0
1118,Lactobacillus~phage~Lb,Caudovirales,Myoviridae,Heilongjiangvirus,79_0,Clustered/Singleton,1,VC_79_0,1,0.0,1.0,0.0,1,1,1,1.0
1119,Lactobacillus~phage~Lc-Nu,Caudovirales,Siphoviridae,Unassigned,383_0,Clustered,9,VC_383_0,9,0.4977,1.0,0.4977,1,1,1,0.8889
1120,Lactobacillus~phage~Ld17,Caudovirales,Siphoviridae,C5virus,389_0,Clustered,6,VC_389_0,6,0.9995,0.93583886,0.9353,1,1,1,1.0
1121,Lactobacillus~phage~Ld25A,Caudovirales,Siphoviridae,C5virus,389_0,Clustered,6,VC_389_0,6,0.9995,0.93583886,0.9353,1,1,1,1.0
1122,Lactobacillus~phage~Ld3,Caudovirales,Siphoviridae,C5virus,389_0,Clustered,6,VC_389_0,6,0.9995,0.93583886,0.9353,1,1,1,1.0
1123,Lactobacillus~phage~Ldl1,Caudovirales,Siphoviridae,Lidleunavirus,443_0,Clustered,2,VC_443_0,2,0.2236,0.94328181,0.211,1,1,1,1.0
1124,Lactobacillus~phage~Lenus,Caudovirales,Siphoviridae,Lenusvirus,439_0,Clustered,3,VC_439_0,3,0.346,0.99789705,0.3452,1,1,1,1.0
1125,Lactobacillus~phage~Lpa804,Caudovirales,Herelleviridae,Harbinvirus,204_1,Clustered,3,VC_204_1,3,0.1263,0.99458994,0.1256,2,2,1,1.0
1126,Lactobacillus~phage~LpeD,Caudovirales,Herelleviridae,Unassigned,204_1,Clustered,3,VC_204_1,3,0.1263,0.99458994,0.1256,2,2,1,1.0
1127,Lactobacillus~phage~Lrm1,Caudovirales,Siphoviridae,Unassigned,383_0,Clustered,9,VC_383_0,9,0.4977,1.0,0.4977,1,1,1,0.8889
1128,Lactobacillus~phage~Maenad,Caudovirales,Siphoviridae,Maenadvirus,439_1,Clustered,4,VC_439_1,4,0.354,0.999971,0.354,2,1,1,1.0
1129,Lactobacillus~phage~Nyseid,Caudovirales,Siphoviridae,Lenusvirus,439_0,Clustered,3,VC_439_0,3,0.346,0.99789705,0.3452,1,1,1,1.0
1130,Lactobacillus~phage~P1,Caudovirales,Siphoviridae,Maenadvirus,439_1,Clustered,4,VC_439_1,4,0.354,0.999971,0.354,2,1,1,1.0
1131,Lactobacillus~phage~PL-1,Caudovirales,Siphoviridae,Unassigned,383_0,Clustered,9,VC_383_0,9,0.4977,1.0,0.4977,1,1,1,0.8889
1132,Lactobacillus~phage~PLE2,Caudovirales,Siphoviridae,Unassigned,142_0,Clustered,2,VC_142_0,2,0.3309,0.94078354,0.3113,1,1,1,1.0
1133,Lactobacillus~phage~SA-C12,Caudovirales,Siphoviridae,Lenusvirus,439_0,Clustered,3,VC_439_0,3,0.346,0.99789705,0.3452,1,1,1,1.0
1134,Lactobacillus~phage~SAC12B,Caudovirales,Herelleviridae,Unassigned,205_0,Clustered,2,VC_205_0,2,0.2155,0.95527354,0.2059,1,1,1,1.0
1135,Lactobacillus~phage~Satyr,Caudovirales,Siphoviridae,Maenadvirus,439_1,Clustered,4,VC_439_1,4,0.354,0.999971,0.354,2,1,1,1.0
1136,Lactobacillus~phage~Semele,Caudovirales,Herelleviridae,Harbinvirus,204_0,Clustered,4,VC_204_0,4,0.4231,0.99998296,0.4231,1,1,1,1.0
1137,Lactobacillus~phage~T25,Caudovirales,Siphoviridae,Unassigned,383_0,Clustered,9,VC_383_0,9,0.4977,1.0,0.4977,1,1,1,0.8889
1138,Lactobacillus~phage~ViSo-2018a,Caudovirales,Siphoviridae,Lidleunavirus,443_0,Clustered,2,VC_443_0,2,0.2236,0.94328181,0.211,1,1,1,1.0
1139,Lactobacillus~phage~iA2,Caudovirales,Siphoviridae,Unassigned,142_0,Clustered,2,VC_142_0,2,0.3309,0.94078354,0.3113,1,1,1,1.0
1140,Lactobacillus~phage~phi~jlb1,Caudovirales,Myoviridae,Unassigned,255_0,Clustered,4,VC_255_0,4,0.668,0.99996682,0.668,1,1,1,1.0
1141,Lactobacillus~phage~phiAQ113,Caudovirales,Myoviridae,Unassigned,255_0,Clustered,4,VC_255_0,4,0.668,0.99996682,0.668,1,1,1,1.0
1142,Lactobacillus~phage~phiAT3,Caudovirales,Siphoviridae,Unassigned,383_0,Clustered,9,VC_383_0,9,0.4977,1.0,0.4977,1,1,1,0.8889
1143,Lactobacillus~phage~phiJB,Caudovirales,Siphoviridae,Unassigned,198_0,Clustered,2,VC_198_0,2,0.2566,0.94995671,0.2438,1,1,1,1.0
1144,Lactobacillus~phage~phiLdb,Caudovirales,Siphoviridae,C5virus,389_0,Clustered,6,VC_389_0,6,0.9995,0.93583886,0.9353,1,1,1,1.0
1145,Lactobacillus~phage~phiPYB5,Caudovirales,Siphoviridae,Unassigned,440_0,Clustered,2,VC_440_0,2,0.1359,0.94166128,0.128,1,1,1,1.0
1146,Lactobacillus~prophage~Lj771,Caudovirales,Myoviridae,Unassigned,255_0,Clustered,4,VC_255_0,4,0.668,0.99996682,0.668,1,1,1,1.0
1147,Lactobacillus~virus~ATCC8014,Caudovirales,Siphoviridae,Phijl1virus,384_0,Clustered,3,VC_384_0,3,0.7789,0.99542416,0.7753,1,1,1,1.0
1148,Lactobacillus~virus~LLKu,Caudovirales,Siphoviridae,C5virus,389_0,Clustered,6,VC_389_0,6,0.9995,0.93583886,0.9353,1,1,1,1.0
1149,Lactobacillus~virus~LP65,Caudovirales,Myoviridae,Unassigned,204_1,Clustered,3,VC_204_1,3,0.1263,0.99458994,0.1256,2,2,1,1.0
1150,Lactobacillus~virus~c5,Caudovirales,Siphoviridae,C5virus,389_0,Clustered,6,VC_389_0,6,0.9995,0.93583886,0.9353,1,1,1,1.0
1151,Lactobacillus~virus~phiJL1,Caudovirales,Siphoviridae,Phijl1virus,384_0,Clustered,3,VC_384_0,3,0.7789,0.99542416,0.7753,1,1,1,1.0
1152,Lactococcus~lactis~phage~P475,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1153,Lactococcus~lactis~phage~p272,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1154,Lactococcus~phage~05601,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1155,Lactococcus~phage~10W18,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1156,Lactococcus~phage~13W11L,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1157,Lactococcus~phage~16802,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1158,Lactococcus~phage~16W23,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1159,Lactococcus~phage~30804,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1160,Lactococcus~phage~340,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1161,Lactococcus~phage~37201,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1162,Lactococcus~phage~38503,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1163,Lactococcus~phage~38507,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1164,Lactococcus~phage~3R16S,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1165,Lactococcus~phage~51701,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1166,Lactococcus~phage~56003,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1167,Lactococcus~phage~56301,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1168,Lactococcus~phage~57001,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1169,Lactococcus~phage~62601,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1170,Lactococcus~phage~62605,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1171,Lactococcus~phage~63302,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1172,Lactococcus~phage~66901,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1173,Lactococcus~phage~79201,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1174,Lactococcus~phage~88605,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1175,Lactococcus~phage~8V08,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1176,Lactococcus~phage~936,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1177,Lactococcus~phage~936~group~phage~Phi109,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1178,Lactococcus~phage~936~group~phage~Phi155,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1179,Lactococcus~phage~936~group~phage~Phi19.3,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1180,Lactococcus~phage~936~group~phage~Phi4.2,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1181,Lactococcus~phage~936~group~phage~Phi44,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1182,Lactococcus~phage~936~group~phage~Phi5.12,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1183,Lactococcus~phage~936~group~phage~Phi91127,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1184,Lactococcus~phage~936~group~phage~PhiA.16,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1185,Lactococcus~phage~936~group~phage~PhiB1127,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1186,Lactococcus~phage~936~group~phage~PhiE1127,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1187,Lactococcus~phage~936~group~phage~PhiF0139,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1188,Lactococcus~phage~936~group~phage~PhiJF1,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1189,Lactococcus~phage~936~group~phage~PhiL.18,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1190,Lactococcus~phage~936~group~phage~PhiL.6,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1191,Lactococcus~phage~936~group~phage~PhiLj,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1192,Lactococcus~phage~936~group~phage~PhiM1127,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1193,Lactococcus~phage~936~group~phage~PhiS0139,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1194,Lactococcus~phage~949,Caudovirales,Siphoviridae,Unassigned,235_0,Clustered,3,VC_235_0,3,0.7798,0.99673472,0.7772,1,1,1,1.0
1195,Lactococcus~phage~96401,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1196,Lactococcus~phage~96403,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1197,Lactococcus~phage~96603,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1198,Lactococcus~phage~BK5-T,Caudovirales,Siphoviridae,Unassigned,140_0,Clustered,6,VC_140_0,6,0.2211,0.99991822,0.2211,1,1,1,0.7333
1199,Lactococcus~phage~BM13,Caudovirales,Siphoviridae,Unassigned,140_0,Clustered,6,VC_140_0,6,0.2211,0.99991822,0.2211,1,1,1,0.7333
1200,Lactococcus~phage~CHPC129,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1201,Lactococcus~phage~CHPC361,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1202,Lactococcus~phage~CHPC362,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1203,Lactococcus~phage~CHPC52,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1204,Lactococcus~phage~CHPC781,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1205,Lactococcus~phage~CHPC958,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1206,Lactococcus~phage~CHPC959,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1207,Lactococcus~phage~CHPC964,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1208,Lactococcus~phage~CHPC965,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1209,Lactococcus~phage~CaseusJM1,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1210,Lactococcus~phage~D4410,Caudovirales,Siphoviridae,Ceduovirus,447_0,Clustered,7,VC_447_0,7,0.9741,0.99999932,0.9741,2,1,1,1.0
1211,Lactococcus~phage~D4412,Caudovirales,Siphoviridae,Ceduovirus,447_0,Clustered,7,VC_447_0,7,0.9741,0.99999932,0.9741,2,1,1,1.0
1212,Lactococcus~phage~GE1,Caudovirales,Siphoviridae,Unassigned,446_0,Clustered,2,VC_446_0,2,0.0426,0.6081359,0.0259,1,1,1,1.0
1213,Lactococcus~phage~LP0209,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1214,Lactococcus~phage~LP0903,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1215,Lactococcus~phage~LP1502a,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1216,Lactococcus~phage~LP8511,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1217,Lactococcus~phage~LP9207,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1218,Lactococcus~phage~LP9404,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1219,Lactococcus~phage~LP9609,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1220,Lactococcus~phage~LP9903,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1221,Lactococcus~phage~LP9908,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1222,Lactococcus~phage~M5938,Caudovirales,Siphoviridae,Ceduovirus,447_0,Clustered,7,VC_447_0,7,0.9741,0.99999932,0.9741,2,1,1,1.0
1223,Lactococcus~phage~M6162,Caudovirales,Siphoviridae,Ceduovirus,447_0,Clustered,7,VC_447_0,7,0.9741,0.99999932,0.9741,2,1,1,1.0
1224,Lactococcus~phage~M6165,Caudovirales,Siphoviridae,Ceduovirus,447_0,Clustered,7,VC_447_0,7,0.9741,0.99999932,0.9741,2,1,1,1.0
1225,Lactococcus~phage~MP1,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1226,Lactococcus~phage~MV10L,Caudovirales,Siphoviridae,Skunavirus,445_0,Clustered,97,VC_445_0,97,1.0,0.99998879,1.0,2,1,1,1.0
1227,Lactococcus~phage~P078,Caudovirales,Siphoviridae,Unassigned,170_0,Clustered,4,VC_170_0,4,0.3924,0.99997778,0.3924,1,1,1,1.0
